Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM8029451,"BDC1_S#J2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029451/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029452,"BDC1_S#J2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029452/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029453,"HDT1_S#I2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029453/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029454,"HDT1_S#I2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029454/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029455,"HDT1_S#J2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029455/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029456,"HDT1_S#J2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029456/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029457,"BDC1_S#I2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029457/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029458,"BDC1_S#I2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029458/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029459,"BDC1_S#I2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029459/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029460,"BDC1_S#I2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029460/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029461,"BDC1_S#J2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029461/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029462,"BDC1_S#J2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029462/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029463,"BDC1_S#J2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029463/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029464,"BDC1_S#J2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029464/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029465,"HDT1_S#I2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029465/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029466,"HDT1_S#I2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029466/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029467,"HDT1_S#I2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029467/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029468,"HDT1_S#J2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029468/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029469,"HDT1_S#J2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029469/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029470,"HDT1_S#J2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029470/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029471,"HDT1_S#J2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029471/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029472,"BDC2_S#I2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029472/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029473,"BDC2_S#I2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029473/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029474,"BDC2_S#J2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029474/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029475,"BDC2_S#J2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029475/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029476,"HDT2_S#I2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029476/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029477,"HDT2_S#I2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029477/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029478,"HDT2_S#J2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029478/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029479,"HDT2_S#J2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029479/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029480,"BDC2_S#I2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029480/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029481,"BDC2_S#I2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029481/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029482,"BDC2_S#I2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029482/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029483,"BDC2_S#I2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029483/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029484,"BDC2_S#J2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029484/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029485,"BDC2_S#J2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029485/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029488,"BDC2_S#J2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029488/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029489,"BDC2_S#J2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029489/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029490,"HDT2_S#I2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029490/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029491,"HDT2_S#I2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029491/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029492,"HDT2_S#I2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029492/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029493,"HDT2_S#I2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029493/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029494,"HDT2_S#J2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029494/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029495,"HDT2_S#J2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029495/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029496,"HDT2_S#J2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029496/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029497,"HDT2_S#J2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029497/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029498,"HDT3_S#I2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029498/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029499,"HDT3_S#I2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029499/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029500,"HDT3_S#J2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029500/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029501,"R_S#I2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029501/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029502,"R_S#I2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029502/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029503,"R_S#J2_15:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029503/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029504,"R_S#J2_19:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029504/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029505,"HDT3_S#I2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029505/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029506,"HDT3_S#I2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029506/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029507,"HDT3_S#I2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029507/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029508,"HDT3_S#I2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029508/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029509,"HDT3_S#J2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029509/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029510,"HDT3_S#J2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029510/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029511,"HDT3_S#J2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029511/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029512,"HDT3_S#J2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029512/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029513,"R_S#I2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029513/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029514,"R_S#I2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029514/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029515,"R_S#I2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029515/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029516,"R_S#I2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029516/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029517,"R_S#J2_23:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029517/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029518,"R_S#J2_03:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029518/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029519,"R_S#J2_07:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029519/suppl",,"Simon Archer","Mar 09, 2024"
GSM8029520,"R_S#J2_11:00","RNA","Homo sapiens",1,GPL34112,GSE253864,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8029nnn/GSM8029520/suppl",,"Simon Archer","Mar 09, 2024"
